Bill,role,alderman,billID
BB 34 Buffer zone for health care facilities,Co-Sponsor,spencer,BB 34
BB 52 Animal control bill,Primary,spencer,BB 52
BB 80 Ordinance establishing 4-way stop at Oregon and Cherokee,Primary,spencer,BB 80
BB 81 Ordinance establishing 4-way stop at Potomac and Louisiana,Primary,spencer,BB 81
BB 86 Ordinance for regulation and control of air pollution,Primary,spencer,BB 86
BB 130 Ordinance pertaining to Scottrade Center,Primary,spencer,BB 130
BB 132 Establishing the Office of Community Mediation,Co-Sponsor,spencer,BB 132
BB 144 Redevelopment plan for 3442-44 California,Primary,spencer,BB 144
BB 155 Redevelopment plan for 3422 Oregon,Primary,spencer,BB 155
BB 171 Ordinance pertaining to Semiannual registration fee for buildings,Primary,spencer,BB 171
BB 185 Redevelopment plan for 3420 California,Primary,spencer,BB 185
BB 203 Ordinance establishing a public works project,Co-Sponsor,spencer,BB 203
BB 229 Redevelopment plan for 3450 Oregon,Primary,spencer,BB 229
BB 230 Redevelopment plan for 3024 Potomac,Primary,spencer,BB 230
BB 231 Redevelopment plan for 3548 S. Broadway,Primary,spencer,BB 231
BB 233 Ordinance amending Civilian Oversight Board Bill,Co-Sponsor,spencer,BB 233
BB 241 Collection of fines assessed by the Building Commission,Co-Sponsor,spencer,BB 241
BB 242 Enforcement of Code Violations,Co-Sponsor,spencer,BB 242
BB 243 Ordinance regarding public meetings calendar,Primary,spencer,BB 243
BB 20 An ordinance approving a Redevelopment Plan for  3452 Oregon.,Primary,spencer,BB 20
BB 22 An ordinance approving a Redevelopment Plan for 3429-3431 Ohio.,Primary,spencer,BB 22
BB 35 An ordinance pertaining to campaign contribution limits;,Primary,spencer,BB 35
BB 79  Redevelopment Plan for the 3437-3439 Iowa Ave.,Primary,spencer,BB 79
BB 80 Redevelopment Plan for the 3211 Osage St.,Primary,spencer,BB 80
BB 93 An Ordinance requiring a City-wide vote to approve any proposal aimed at or having the effect of privatizing the Lambert St. Louis International Airport (the â€œAirportâ€ù),Primary,spencer,BB 93
BB 3 Towing of vehicle with unpaid handicap tickets,Primary,tyus,BB 3
"BB 131 Zoning change for 4537, 4541, 4545 Geraldine",Primary,tyus,BB 131
BB 142 Establishment of a honorary Poet Laureate,Co-Sponsor,tyus,BB 142
BB 83 Ordinance establishing a minimum wage in the City of St. Louis,Co-Sponsor,tyus,BB 83
BB 83 Ordinance establishing a minimum wage in the City of St. Louis,Co-Sponsor,tyus,BB 83
BB 83 Ordinance establishing a minimum wage in the City of St. Louis,Co-Sponsor,tyus,BB 83
"BB 134 Ord. designating 5000-5200 Lotus as Lou ""FATHA"" Thimes Avenue",Primary,tyus,BB 134
BB 135 Vacation of N. Union,Primary,tyus,BB 135
BB 135 Vacation of N. Union,Primary,tyus,BB 135
BB 136 Ord. designating 3300-3500 Shreve Av. as Gilbert Wade Grandberry Ave.,Primary,tyus,BB 136
BB 136 Ord. designating 3300-3500 Shreve Av. as Gilbert Wade Grandberry Ave.,Primary,tyus,BB 136
BB 137 Ordinance pertaining to vendors,Primary,tyus,BB 137
BB 176 Soldiers Memorial Agreement,Co-Sponsor,tyus,BB 176
BB 249 Honorarily designating 5000 - 5400 blocks of Shreve Ave. as Reverend Donald Hunter Lane,Primary,tyus,BB 249
BB 283 Closing of Terry Av. at Kingshighway Memorial Blvd.,Primary,tyus,BB 283
BB 284 Closing Wabada near Union,Primary,tyus,BB 284
BB 290 Ordinance pertaining to Earnings Tax,Primary,tyus,BB 290
BB 311 Prohibiting installation of new pole signs establishing closing time,Primary,tyus,BB 311
BB 21 Ordinance pertaining to income exemption,Primary,tyus,BB 21
BB 82 Ordinance to prohibit commercial curb cuts in 4900 block of Terry,Primary,tyus,BB 82
BB 83 Ordinance pertaining to commercial traffic,Primary,tyus,BB 83
"BB 84 Honorarily designate 5000-5200 Lotus as Lou ""Fatha"" Thimes Ave",Primary,tyus,BB 84
BB 85 Ordinance pertaining to vendors,Primary,tyus,BB 85
BB 95 Ordinance prohibiting the installation of any new pole signs,Primary,tyus,BB 95
BB 96 Ordinance to close traffic at Wabada west of Union,Primary,tyus,BB 96
BB 97 Ordinance to close traffic at Terry & Kingshighway,Primary,tyus,BB 97
BB 151 Amending Public Nuisances Code,Co-Sponsor,tyus,BB 151
BB 296 Zoning change for 4967-71 Palm,Primary,tyus,BB 296
"BB 301 Zoning change on 4547, 4901, 4903, 4905, 4909 Geraldine",Primary,tyus,BB 301
BB 309 Ordinance prohibiting the use of alleys by operators of motor vehicles for drive through traffic,Primary,tyus,BB 309
BB 10 Liquor Moratorium in Ward 1,Primary,tyus,BB 10
BB 37 Ordinance regarding Confederate Memorials,Primary,tyus,BB 37
BB 61 Ordinance regarding Community Benefits Agreements,Co-Sponsor,tyus,BB 61
BB 91 Ordinance pertaining to income exempt from earnings tax,Primary,tyus,BB 91
BB 115 Renaming Parkland Park to Frank Williamson Sr. Park,Co-Sponsor,tyus,BB 115
BB 132 Establishing the Office of Community Mediation,Co-Sponsor,tyus,BB 132
BB 52 City's Earnings Tax,Primary,tyus,BB 52
BB 68 Civil Service employees Compensation Bill.,Primary,tyus,BB 68
BB 7 Ord. relating to complete streets policy,Co-Sponsor,vaccaro,BB 7
BB 15 Ord. regarding responsible contractors,Co-Sponsor,vaccaro,BB 15
BB 16 Redev. plan for Mardel,Primary,vaccaro,BB 16
"BB 47 Redev. plan for 7078, 7082, 7085 Bancroft",Primary,vaccaro,BB 47
BB 94 Ord. authorizing execution of a License Agreement between the City and City Hockey,Primary,vaccaro,BB 94
BB 154 Redev. plan for 7004 Landsdowne,Primary,vaccaro,BB 154
BB 168 Redev. plan for 3500 Watson,Primary,vaccaro,BB 168
BB 194 Secondhand dealers,Co-Sponsor,vaccaro,BB 194
BB 212 4-way stop at McCausland,Primary,vaccaro,BB 212
BB 225 Earnings tax bill,Co-Sponsor,vaccaro,BB 225
BB 240 Establishing Backstoppers Fund,Co-Sponsor,vaccaro,BB 240
BB 241 Prohibiting outdoor advertising signs,Co-Sponsor,vaccaro,BB 241
BB 7 Renaming 6500 Scanlan as Francis R. Slay Way,Primary,vaccaro,BB 7
BB 16 Redev. plan for 6408 Arthur,Primary,vaccaro,BB 16
BB 17 Redev. plan for 7059 Mardel,Primary,vaccaro,BB 17
BB 167 Intergovernmental agreement,Co-Sponsor,vaccaro,BB 167
BB 175 Firemen's Retirement System,Primary,vaccaro,BB 175
BB 189 Ord. Relating to Forest Park,Co-Sponsor,vaccaro,BB 189
BB 197 Redev. plan for 6925 Oleatha,Primary,vaccaro,BB 197
BB 224 Cooperative agrmt for Multiple projects,Co-Sponsor,vaccaro,BB 224
BB 267 Rezoning 5833-75 Chippewa,Primary,vaccaro,BB 267
BB 2 Firemen's Retirement System,Primary,vaccaro,BB 2
BB 55 Work Compliance Commission,Primary,vaccaro,BB 55
BB 55 Work Compliance Commission,Primary,vaccaro,BB 55
BB 69 Redevelopment plan for 6969 Oleatha,Primary,vaccaro,BB 69
BB 152 Redevelopment plan for 6700 Arsenal,Primary,vaccaro,BB 152
BB 219 Stop sign for east bound and west bound Scanlan,Primary,vaccaro,BB 219
BB 220 Stop site at Tamm at Smiley,Primary,vaccaro,BB 220
BB 227 Stop site at Juniata at Clifton,Primary,vaccaro,BB 227
BB 242 Ordinance pertaining to elections,Co-Sponsor,vaccaro,BB 242
BB 256 Supplemental appropriation to Annual Operating Plan,Primary,vaccaro,BB 256
BB 295 Ord. pertaining to the opening of bids,Co-Sponsor,vaccaro,BB 295
BB 297 City Public Works Projects,Co-Sponsor,vaccaro,BB 297
BB 8 Local Control,Co-Sponsor,vaccaro,BB 8
BB 20 Redevelopment plan for 5429-31 Chippewa,Primary,vaccaro,BB 20
BB 60 Firemen's Retirement System,Primary,vaccaro,BB 60
BB 64 Establishing a 4-way stop on Ivanhoe at Hancock,Primary,vaccaro,BB 64
BB 77 Recorder of Deeds fees,Primary,vaccaro,BB 77
BB 88 City Hall restoration fund,Co-Sponsor,vaccaro,BB 88
BB 92 Compliance bill,Primary,vaccaro,BB 92
BB 201 Ordinance pertaining to the Preservation Board,Co-Sponsor,vaccaro,BB 201
BB 204 Ordinance pertaining to recording of public meetings,Co-Sponsor,vaccaro,BB 204
BB 224 Transfer of property of the Police Department,Co-Sponsor,vaccaro,BB 224
BB 249 Establishing a stop site at Maurice and Leola,Primary,vaccaro,BB 249
BB 331 Ordinance pertaining to public nuisances,Co-Sponsor,vaccaro,BB 331
BB 332 Ordinance relating to identification of High Merit historic properties.,Co-Sponsor,vaccaro,BB 332
BB 196 2014 Lead grant bill,Co-Sponsor,vaccaro,BB 196
BB 221 Competitive bidding and composition of workforce,Primary,vaccaro,BB 221
BB 222 Ordinance pertaining to construction contracts,Primary,vaccaro,BB 222
BB 229 Salaries of Employees in the Sheriff's Office,Primary,vaccaro,BB 229
BB 265 Ordinance relating to delinquent payments and fees,Primary,vaccaro,BB 265
BB 266 Ordinance relating to penalties for delinquencies in filing,Primary,vaccaro,BB 266
BB 272 Stop site on McCausland at Marquette,Primary,vaccaro,BB 272
BB 3 Ord. pertaining to construction contracts,Primary,vaccaro,BB 3
BB 49 Ord. defining the lowest possible bidder,Primary,vaccaro,BB 49
BB 56 Stop signs on Wabash at Lindenwood Pl.,Primary,vaccaro,BB 56
BB 60 Penalty for delinquent filing,Primary,vaccaro,BB 60
BB 61 Bill to give License Collector enforcement powers,Primary,vaccaro,BB 61
BB 62 Bill to increase late filing penalty,Primary,vaccaro,BB 62
BB 63 Bill relating to delayed fees payment to License Collector,Primary,vaccaro,BB 63
BB 76 Ordinance regarding Maya Angelou's birthplace,Co-Sponsor,vaccaro,BB 76
BB 112 Ordinance establishing salaries of employees in the Sheriff's Office,Primary,vaccaro,BB 112
BB 112 Ordinance establishing salaries of employees in the Sheriff's Office,Primary,vaccaro,BB 112
BB 113 Ordinance relating to speed bumps,Co-Sponsor,vaccaro,BB 113
BB 122 Stop site at McCausland and Tholozan,Primary,vaccaro,BB 122
BB 176 Soldiers Memorial Agreement,Co-Sponsor,vaccaro,BB 176
BB 265 Earnings Tax,Co-Sponsor,vaccaro,BB 265
BB 266 Amendment QECB Bonds,Primary,vaccaro,BB 266
BB 267 Carnahan Refunding Bonds,Primary,vaccaro,BB 267
BB 305 Zoning change for 6839 Fyler,Primary,vaccaro,BB 305
BB 308 Missouri Clean Energy District,Co-Sponsor,vaccaro,BB 308
BB 6 Establishing 4-way stop at Oleatha/Prather,Primary,vaccaro,BB 6
BB 34 Recreation Sales Tax Leasehold Revenue Refunding Bonds,Primary,vaccaro,BB 34
BB 36 Program for monitoring the prescribing and dispensing of controlled substances,Co-Sponsor,vaccaro,BB 36
BB 40 Ordinance pertaining to drug related overdoses and medical assistance,Co-Sponsor,vaccaro,BB 40
BB 57 Ordinance calling for a proposal to levy property tax,Co-Sponsor,vaccaro,BB 57
BB 90 Ordinance establishing 3-way stop at Marquette & Prather,Primary,vaccaro,BB 90
BB 103 stop site for all northbound and southbound traffic on Sulphur at Potomac,Primary,vaccaro,BB 103
BB 109 Missouri Clean Energy District,Co-Sponsor,vaccaro,BB 109
BB 151 Amending Public Nuisances Code,Co-Sponsor,vaccaro,BB 151
BB 163 Charter amendment regarding the Assessor,Primary,vaccaro,BB 163
BB 190 Zoning change for 4650 Hampton,Co-Sponsor,vaccaro,BB 190
BB 192 Ordinance requiring reporting on solitary confinement,Primary,vaccaro,BB 192
BB 206 Ordinance establishing a stop site on Mardel Avenue,Primary,vaccaro,BB 206
BB 9 Ordinance requiring reporting on solitary confinement,Primary,vaccaro,BB 9
BB 11 Community benefits agreement for tax incentivized real estate projects,Co-Sponsor,vaccaro,BB 11
BB 31 Ordinance to Join Clean Energy Act,Primary,vaccaro,BB 31
BB 35 Stolen car towing fee,Primary,vaccaro,BB 35
BB 36 Basketball courts in Forest Park,Primary,vaccaro,BB 36
BB 40 Ordinance amending parking fines,Primary,vaccaro,BB 40
BB 42 Street closing on Mardel west of Hampton Avenue,Primary,vaccaro,BB 42
BB 75 Redevelopment plan for 3118 Watson Road,Primary,vaccaro,BB 75
BB 97 Transfer of Liquor License,Primary,vaccaro,BB 97
BB 99 Collection of funds for prevention of domestic violence,Co-Sponsor,vaccaro,BB 99
BB 114 Bi Annual Conflict of Interest Policy,Co-Sponsor,vaccaro,BB 114
BB 115 Renaming Parkland Park to Frank Williamson Sr. Park,Co-Sponsor,vaccaro,BB 115
BB 128 Establishing Detention Facility Advisory Commission,Primary,vaccaro,BB 128
BB 129 Ordinance banning horses on public streets,Primary,vaccaro,BB 129
BB 179 Ordinance establishing a 4-way stop at Bancroft & Prather,Primary,vaccaro,BB 179
BB 193 An ordinance pertaining to unlawful possession of marijuana,Co-Sponsor,vaccaro,BB 193
BB 222 Ordinance establishing the Annual Public Safety Plan,Co-Sponsor,vaccaro,BB 222
BB 236 Four-way stop at Clifton and Oleatha,Primary,vaccaro,BB 236
BB 246 Additional sales tax and use tax established by Ord 7058,Co-Sponsor,vaccaro,BB 246
BB 260 Establishing a four-way stop at Pernod and Childress,Primary,vaccaro,BB 260
BB 5 An Ordinance establishing a Detention Facility Advisory Commission that shall receive public complaints regarding the City of St. Louis Justice Center and Medium Security Institution detention facilities,Primary,vaccaro,BB 5
BB 31 four-way stop site at the intersection of Mardel Avenue and Sulfur Avenue,Primary,vaccaro,BB 31
BB 71 three-way stop site at the intersection of Pernod Avenue and Tedmar Avenue,Primary,vaccaro,BB 71
BB 8 An ordinance pertaining to Neighborhood Orders of Protection,Co-Sponsor,vollmer,BB 8
BB 24 An ordinance pertaining to motorcycles and motorized bicycles,Co-Sponsor,vollmer,BB 24
BB 52 An ordinance approving a Redevelopment Plan for the 5358 Southwest Ave. and 2712 January Ave. Area,Primary,vollmer,BB 52
BB 63 An Ordinance directing the Health Commissioner to enter into and execute a Grant Agreement with the Missouri Foundation for Health,Co-Sponsor,vollmer,BB 63
BB 92 An ordinance establishing a two way stop site on Morganford Road at the intersection of Morganford Road and Juniata Street,Primary,vollmer,BB 92
"BB 108 An ordinance pertaining to enforcement of code violations relating to buildings, structures and premises in the City of St. Louis.",Co-Sponsor,vollmer,BB 108
"BB 156 An ordinance to vacate public surface rights in the 10.38 foot strip of the east side of Sublette Ave. from Reber Pl. northwardly 128 feet to alley and 4.87 foot strip of north side of Reber Pl. from Sublette Ave. eastwardly ? 45 feet to a point in the City of St. Louis, Missouri",Primary,vollmer,BB 156
BB 157 an Ordinance to vacate public surface rights for certain streets near St. Louis University High School,Primary,vollmer,BB 157
BB 244 Redevelopment plan for 5941 Southwest,Primary,vollmer,BB 244
BB 245 Redevelopment plan for 5119 Pattison,Primary,vollmer,BB 245
BB 255 Street vending downtown,Co-Sponsor,vollmer,BB 255
BB 258 Penalty for Building Code violations,Co-Sponsor,vollmer,BB 258
BB 258 Penalty for Building Code violations,Co-Sponsor,vollmer,BB 258
BB 274 Zoning change for 5210 Wilson,Primary,vollmer,BB 274
BB 274 Zoning change for 5210 Wilson,Primary,vollmer,BB 274
BB 275 Zoning change for 5850 Arsenal,Primary,vollmer,BB 275
BB 275 Zoning change for 5850 Arsenal,Primary,vollmer,BB 275
BB 282 Ordinance relating to traffic control.,Co-Sponsor,vollmer,BB 282
BB 282 Ordinance relating to traffic control.,Co-Sponsor,vollmer,BB 282
BB 297 Redevelopment plan for 4910 Manchester,Primary,vollmer,BB 297
BB 316 Redevelopment plan for 3238 Portis,Primary,vollmer,BB 316
BB 317 Redevelopment plan for 5216 Elizabeth,Primary,vollmer,BB 317
BB 318 Redevelopment plan for 5561 Elizabeth,Primary,vollmer,BB 318
"BB 361 An ordinance establishing and creating a Planned Unit Development District for a portion of City Block 4054.11 to be known as the ""Magnolia Square Subdivision Planned Unit Development District"".",Primary,vollmer,BB 361
BB 367 Street vacation of East road North of Wise,Co-Sponsor,vollmer,BB 367
"BB 368 Redevelopment plan for N. Magnolia, Pearl, S. Magnolia and January",Primary,vollmer,BB 368
BB 382 An ordinance approving a Redevelopment Plan for the 1701 Macklind Avenue Area,Primary,vollmer,BB 382
"BB 407 An ordinance establishing and creating a Planned Unit Development District for a portion of City Block 4052 to be known as the ""Highland Walk Planned Unit Development District"".",Primary,vollmer,BB 407
BB 113 Redevelopment plan for 3163 Portis,Primary,vollmer,BB 113
BB 155 Graduated business license tax for the Public Trust Fund,Co-Sponsor,vollmer,BB 155
BB 156 Graduated Business License Tax for Public Safety Purposes,Co-Sponsor,vollmer,BB 156
"BB 157 Ordinance relating to parks; subject to the approval of the voters, a sales tax",Co-Sponsor,vollmer,BB 157
"BB 157 Ordinance relating to parks; subject to the approval of the voters, a sales tax",Co-Sponsor,vollmer,BB 157
BB 199 Quit claim for 3250 Brannon,Primary,vollmer,BB 199
BB 212 Redev. plan for 5101-03 Botanical,Primary,vollmer,BB 212
BB 219 Zoning change for 5701 Columbia,Primary,vollmer,BB 219
BB 251 Ordinance pertaining to the traffic code,Co-Sponsor,vollmer,BB 251
BB 343 Redevelopment plan for 5417 Botanical,Primary,vollmer,BB 343
BB 353 Animal House Fund,Co-Sponsor,vollmer,BB 353
"BB 374 An ordinance to change the zoning of property as indicated on the district map, to the â€œIâ€ù Central Business District.",Co-Sponsor,vollmer,BB 374
"BB 375 an ordinance recommended by the board of estimate and apportionment authorizing and directing the st. louis municipal finance corporation (the â€œcorporationâ€ù) to amend certain documents related to the $16,400,000 forest park leasehold revenue refunding bonds",Co-Sponsor,vollmer,BB 375
BB 376 AN ORDINANCE RELATING TO PARKS; RECOMMENDED BY THE BOARD OF ESTIMATE AND APPORTIONMENT AND THE BOARD OF PUBLIC SERVICE PROVIDING FOR A FURTHER AMENDMENT TO THE LEASE AGREEMENT BETWEEN THE CITY OF ST. LOUIS AND BARNES-JEWISH HOSPITAL.,Co-Sponsor,vollmer,BB 376
BB 82 Red. plan for 3340 & 3344 Morganford,Primary,vollmer,BB 82
BB 102 Designating Fourth Street between Market Street and Chestnut Street as Dred Scott Way@.,Co-Sponsor,vollmer,BB 102
BB 167 Gateway Mall,Co-Sponsor,vollmer,BB 167
BB 172 Rezoning 5133 Bischoff,Primary,vollmer,BB 172
BB 173 Rezoning 3301 Sublett,Primary,vollmer,BB 173
BB 301 Redev. plan for 5326-34 Daggett,Primary,vollmer,BB 301
BB 315 Redevelopment plan for 2117 Lilly,Primary,vollmer,BB 315
BB 316 Redevelopment plan for 2726-36 Sublett,Primary,vollmer,BB 316
BB 317 Redevelopment plan for 5337 Daggett,Primary,vollmer,BB 317
BB 403 Redev. plan for 5021 Fyler,Primary,vollmer,BB 403
BB 404 Cyber Harassment,Co-Sponsor,vollmer,BB 404
BB 431 Redev. plan for 5017-5025 Northrup,Primary,vollmer,BB 431
BB 462 Redev. plan for 4958 Miani,Primary,vollmer,BB 462
BB 487 Redev. plan for 5224 Daggett,Primary,vollmer,BB 487
BB 488 Redev. plan for 5528-32 Southwest,Primary,vollmer,BB 488
BB 493 Liquor moratorium in the 10th Ward,Primary,vollmer,BB 493
BB 126 Repealing liquor licenses,Primary,vollmer,BB 126
BB 239 Ordinance pertaining to check cashing.,Co-Sponsor,vollmer,BB 239
